id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
21424569,Cascais/Estoril Beachfront Apartment,10445805,Ana,Cascais,Cascais e Estoril,38.70337349860996,-9.399980558086352,Entire home/apt,46,3,6,2018-07-25,0.87,3,236
21425588,Beautiful apt in the heart of Lisbon - Bica,91464804,Hometown Experience Lisbon,Lisboa,Misericrdia,38.71243046235656,-9.144682378210168,Entire home/apt,160,3,7,2018-06-17,1.01,9,20
21426175,Arthistorian’s Residence ★ central & sunny,676330,Margarida,Lisboa,Estrela,38.707957240905984,-9.154101594365368,Entire home/apt,120,2,15,2018-07-08,1.61,5,53
21426259,LX Factory Bedroom,50870971,Protagonistconcept,Lisboa,Alcntara,38.7044807796119,-9.179465060426294,Private room,40,1,2,2018-03-11,0.26,10,336
21431019,BeGuest Lisbon Premium Suites 43B,17263208,BeGuest,Odivelas,Ramada e Caneas,38.81338806206048,-9.226883581664673,Private room,500,2,0,,,57,365
21431318,LisbonMeetU - Flat in Parque das Nações | T1,56509165,Davide,Lisboa,Parque das Naes,38.79035447181632,-9.098841413756737,Entire home/apt,70,3,7,2018-07-05,1.06,1,88
21431463,BeGuest Lisbon Premium Suites 42B,17263208,BeGuest,Oeiras,"Algs, Linda-a-Velha e Cruz Quebrada-Dafundo",38.70082093926992,-9.231436370513437,Private room,500,2,0,,,57,364
21431479,Casa do Beto  Quarto 1,143195407,Alberto,Lisboa,Olivais,38.76645075640786,-9.12412610150563,Private room,28,1,66,2018-07-27,7.53,1,44
21431707,Camoes - Confort & peace in Chiado,155354572,Jose,Lisboa,Misericrdia,38.71053269733297,-9.14378180596363,Entire home/apt,87,2,39,2018-07-21,4.59,2,81
21431925,BeGuest Lisbon Premium Suites 33B,17263208,BeGuest,Oeiras,"Algs, Linda-a-Velha e Cruz Quebrada-Dafundo",38.69861781090798,-9.22976728292498,Private room,500,2,0,,,57,364
21432283,"D. Cristina, charming Alfama",30194472,Ana & Pedro,Lisboa,Santa Maria Maior,38.71089511614467,-9.127516678069124,Entire home/apt,35,3,30,2018-07-10,3.45,7,286
21432492,BeGuest Lisbon Premium Suites 33A,17263208,BeGuest,Lisboa,Avenidas Novas,38.73494560540408,-9.147972631623608,Private room,500,1,0,,,57,364
21432514,Lovely Double Room 3,154915889,Ariana,Lisboa,Estrela,38.70881450907292,-9.155076437917364,Private room,25,2,40,2018-07-19,4.26,4,53
21432739,Loving Chiado 9,36948366,Rita,Lisboa,Santa Maria Maior,38.71502965171539,-9.140292095493225,Entire home/apt,100,2,0,,,8,0
21433197,BeGuest Lisbon Premium Suites 32B,17263208,BeGuest,Oeiras,"Algs, Linda-a-Velha e Cruz Quebrada-Dafundo",38.698317020388856,-9.230568006474797,Private room,500,2,0,,,57,364
21433481,Alfama Premium Suite with view 54 by Lisbonne Collection,34827624,Lisbonne Collection,Lisboa,Santa Maria Maior,38.711057325898764,-9.132592885904394,Entire home/apt,100,1,4,2018-07-01,0.58,48,359
21433538,BeGuest Lisbon Premium Suites 31B,17263208,BeGuest,Lisboa,Belm,38.69930114125068,-9.22578182190442,Private room,500,2,0,,,57,364
21433702,BeGuest Lisbon Premium Suites 31A,17263208,BeGuest,Lisboa,Belm,38.697431134094906,-9.224418602930955,Private room,500,2,0,,,57,364
21434465,Suite near Intendente Square (2),7347848,Helder,Lisboa,Santa Maria Maior,38.719939655996505,-9.135878210336392,Private room,38,1,8,2018-07-02,1.98,6,129
21435241,Quiet double room with good connections.,108829850,Bruno,Lisboa,Santa Clara,38.78953892606191,-9.155420099337507,Private room,20,1,6,2018-05-12,0.93,6,357
21435307,BeGuest Lisbon Premium Suites 23A,17263208,BeGuest,Lisboa,Belm,38.69932645169301,-9.22633209689145,Private room,500,2,0,,,57,364
21435403,"The Spot in Lisbon Av. da Liberdade ""A""",154437774,Francisco,Lisboa,Santo Antnio,38.72617177405718,-9.146323483216335,Entire home/apt,50,2,14,2018-06-30,1.71,3,334
21435429,Cozy Place in Príncipe Real,3953109,Inês,Lisboa,Misericrdia,38.71423367507673,-9.151657941761494,Entire home/apt,68,2,4,2018-03-25,0.44,269,0
21435513,Olaias New Flat,155267121,Victoria,Lisboa,Areeiro,38.741291126782926,-9.124272691409255,Entire home/apt,45,2,15,2018-07-12,1.70,1,90
21435546,"The Spot in Lisbon Av. da Liberdade ""C""",154437774,Francisco,Lisboa,Santo Antnio,38.72643860869613,-9.145197361614409,Entire home/apt,65,2,24,2018-07-13,2.86,3,344
21437849,Casa DuZé,155292072,José,Sintra,So Joo das Lampas e Terrugem,38.84616347128265,-9.377111227457663,Entire home/apt,35,1,21,2018-07-23,2.32,2,143
21437885,Belém Cozy Room,35276314,Vanessa,Lisboa,Belm,38.70467420387896,-9.20287246044802,Private room,25,2,10,2018-07-15,1.31,1,145
21438408,"Wonderful Duplex, Bright and Spacious with Terrace",624049,Sandra,Lisboa,Misericrdia,38.71321981133163,-9.1448792150022,Entire home/apt,80,2,13,2018-07-11,1.67,3,235
21442563,Tram 28 Sweet Graça Apartment,15826725,Anabela & Hugo,Lisboa,Arroios,38.725825805546194,-9.131711838698715,Entire home/apt,49,1,11,2017-12-29,1.20,22,0
21443015,Apartamento - Alfama,64420129,Laetítia,Lisboa,Santa Maria Maior,38.711265069646494,-9.127464610264052,Entire home/apt,45,2,14,2018-07-11,3.56,1,292
21443343,#Room 5 with Excelent Localization,49265945,Rose,Lisboa,Misericrdia,38.71037687498927,-9.143668264316899,Private room,55,1,1,,,27,166
