id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
15253675,"Sintra-Nice apartment, spacious and comfortable 3",90789093,Venda,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.80978,-9.38952,Entire home/apt,30,5,27,2019-07-05,0.95,7,330
15255898,"Caza do Sino, amazing view over the valley",70278443,Frederico&Ana,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.79346,-9.38551,Entire home/apt,70,1,211,2019-07-04,6.18,2,295
15259699,Arrenda-se quarto em óptimas condições,97064405,Maria,Lisboa,Penha de Frana,38.72682,-9.12033,Private room,22,1,3,2019-02-08,0.09,3,203
15260056,PRIVATE ROOM- CHIP,97064405,Maria,Lisboa,Arroios,38.71942,-9.13976,Private room,19,3,11,2019-06-20,1.78,3,74
15264596,Modern family villa with pool & playground,13602621,Vila,Lourinh,Lourinh e Atalaia,39.27582,-9.32154,Entire home/apt,140,1,2,2018-07-20,0.09,4,352
15266096,LxWay Apartments Alfama Gold,11707167,LxWay,Lisboa,Santa Maria Maior,38.71308,-9.12828,Entire home/apt,65,2,3,2017-09-11,0.09,106,36
15267301,LF Lisbon  Double Room  C4,41920651,Ledi,Lisboa,Arroios,38.73566,-9.1339,Private room,26,1,46,2018-09-13,1.36,6,115
15269055,ARROIOS APARTMENT IN CENTRAL LISBON BY THE METRO,97139334,Joana,Lisboa,Arroios,38.73139,-9.13942,Entire home/apt,95,3,6,2018-10-31,0.18,10,282
15271538,Bairro Alto Charming Apartment,35943962,Tomás,Lisboa,Misericrdia,38.71351,-9.14433,Entire home/apt,105,1,68,2019-07-05,2.00,2,64
15272147,Casa do Cebolo – Familiar duplex with cosy terrace,3528698,Giuseppe & Andreia,Lisboa,Campo de Ourique,38.71878,-9.15938,Entire home/apt,60,3,9,2019-06-03,0.45,1,0
15272166,BeGuest T4 Lisbon Premium Suite 73B,17263208,BeGuest,Lisboa,Belm,38.69801,-9.22477,Entire home/apt,168,1,6,2019-06-20,0.22,37,181
15277553,Lovely Terrace,97216670,Bruno,Lisboa,Estrela,38.70551,-9.16602,Entire home/apt,49,3,97,2019-06-30,2.97,1,281
15277719,Stay... and leave with Lisbon at your heart!,81160538,Joao,Lisboa,Arroios,38.71995,-9.13324,Entire home/apt,75,3,20,2019-07-15,1.26,1,179
15283886,Cosy Room,59698188,Catia,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.80112,-9.37782,Private room,23,1,58,2019-07-18,1.70,1,53
15285334,"Bedroom, living room, bathroom, terrace, modern",97288036,Renato,Sintra,Algueiro-Mem Martins,38.8036,-9.31772,Private room,11,1,144,2019-07-02,4.26,6,40
15293689,"ZUZA VINTAGE ROOM w/ breakfast, castle view",53607985,ZUZABED (Luis Zuzarte),Lisboa,Santa Maria Maior,38.71451,-9.14229,Private room,84,1,5,2018-10-14,0.15,24,365
15294888,"ZUZA HOME GARDEN ROOM w/ breakfast, castle view",53607985,ZUZABED (Luis Zuzarte),Lisboa,Santa Maria Maior,38.71453,-9.14071,Private room,89,1,1,2018-07-27,0.08,24,363
15294997,São Jorge Apartments & Suites,97375460,Jorge,Lisboa,Santa Maria Maior,38.716,-9.13366,Entire home/apt,100,2,3,2018-06-16,0.10,1,69
15296049,ZUZA DUQUE SUITE w/ breakfast,53607985,ZUZABED (Luis Zuzarte),Lisboa,Santa Maria Maior,38.71461,-9.14109,Private room,84,1,0,,,24,0
15296813,APPLE COTTAGE 10min TO THE BEACH,97359923,Summerintuition,Sintra,Colares,38.82839,-9.46418,Entire home/apt,177,1,9,2019-07-13,0.18,14,109
15297413,"Bright and Newly Renovated apt, Central, 2 Bdr.",14106498,Charles Et Amelia,Lisboa,Santo Antnio,38.72106,-9.14253,Entire home/apt,76,2,41,2019-07-05,1.25,3,286
15298698,Mt fistel,73100987,Lisbon Home Stay,Lisboa,Santo Antnio,38.72581,-9.14446,Private room,30,1,17,2019-07-14,0.55,3,32
15300463,Large Flat in Central Lisbon with cozy balcony,2391066,Claudia,Lisboa,Arroios,38.73479,-9.13452,Entire home/apt,95,3,14,2019-06-11,0.90,4,282
15301106,"Fleamarket, Pantheon  & Alfama, 1BR cosy apartment",15351963,Ana,Lisboa,So Vicente,38.71596,-9.12497,Entire home/apt,50,2,117,2019-01-02,3.45,3,204
15304153,Free Airport Pickup - Walk everywhere - Terrace,97464503,Alex,Lisboa,Arroios,38.7223,-9.13883,Entire home/apt,45,3,107,2019-07-15,3.14,1,135
15308574,Comfortable in the village center,97501261,Alexandra Joana Rita,Cascais,Carcavelos e Parede,38.68998,-9.35196,Entire home/apt,40,2,28,2019-06-30,0.83,1,173
15309672,Lovely 3 bedroom for the Perfect stay in Lisbon,48922678,One Step Closer,Lisboa,Marvila,38.74237,-9.11335,Entire home/apt,85,3,66,2019-07-14,1.98,1,319
